,Y0,Y1,Y2,Q0,Q1,Q2,Ci,Cm
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,5.0
0.018778041552854546,2.1919284894316666e-08,1.6348641139230408e-06,0.00016490094235677724,4.6077214006469677e-10,3.432283138168248e-08,3.793308939085087e-06,0.09999998122196022,4.999998330813055
0.03463543889922473,3.7985606270521234e-08,5.139862864138329e-06,0.000945562688864963,2.682684908150264e-09,3.615299360972443e-07,7.242149478262887e-05,0.09999996536456711,4.9999944986072
0.050492836245594905,5.065761980977809e-08,9.739751310065001e-06,0.0025802613316815025,7.450326290833606e-09,1.4220561389132936e-06,0.00040636915615364233,0.09999994950717651,4.999988838192551
0.07312726170371366,6.289599820445115e-08,1.665327738658698e-05,0.0062460869253052696,1.8642512815822182e-08,4.88470629479328e-06,0.0019444794204563423,0.09999992687276504,4.999978462016319
0.10220884933572215,7.119513994566624e-08,2.4241762669932512e-05,0.012225505538331325,3.859156243299295e-08,1.3019530060206382e-05,0.006824594676459079,0.09999989779120291,4.9999627387072705
0.13356889053305565,7.502749922170895e-08,3.0055681131459468e-05,0.018793287440041034,6.394129678058356e-08,2.5620401851287325e-05,0.016350116806283784,0.09999986643119868,4.999944323917018
0.18054138592745755,7.688496267822402e-08,3.51382905600443e-05,0.026997016689523038,1.0482337864777776e-07,4.9160957757165253e-05,0.03798166619685405,0.09999981945877706,4.999915700751683
0.25100060542378005,7.739375488305647e-08,3.83615846400293e-05,0.034739046457678634,1.6785494521348793e-07,8.946702315636008e-05,0.08170462960830367,0.09999974899970959,4.999872171392203
0.3575896083655632,7.745671109359959e-08,3.96837744450095e-05,0.03955067515318071,2.637375387930257e-07,0.0001541771393794043,0.16018407987834762,0.099999642411031,4.999806139086175
0.49446835703626074,7.745941158652945e-08,3.99598930855906e-05,0.04104917563497747,3.869258623992573e-07,0.00023871679301640415,0.26783559245760796,0.09999950553286548,4.9997213233138975
0.6769665000887742,7.745941513424187e-08,3.999478294960418e-05,0.0413215443808834,5.511732264574878e-07,0.00035176395211277507,0.4136011969625559,0.09999932303579134,4.999608241264937
0.9764535523763881,7.745930114458282e-08,3.9995640369688265e-05,0.041342800222851354,8.207094307173564e-07,0.000537329710817266,0.6533073849272828,0.09999902355121494,4.999422674648812
1.655796866043049,7.74590381331515e-08,3.999233085524339e-05,0.04133660156215315,1.4321105634223066e-06,0.000958237645859538,1.1970430213220247,0.09999834421684223,4.999001770023285
4.4778823872787585,7.745794516703274e-08,3.997834904475402e-05,0.04130832380515176,3.971910459584387e-06,0.0027063526798362866,3.4548189618195684,0.09999552221786841,4.997253668971119
24.370035480834513,7.745024152501911e-08,3.987991729627654e-05,0.04110934557727157,2.187227192486203e-05,0.015010338607532342,19.324596373880187,0.09997563293377114,4.984949781475171
223.29156641639204,7.737324723026741e-08,3.8909354327321244e-05,0.039172577131014075,0.00020068018068662954,0.1363307090961225,173.79530127069677,0.0997769575437533,4.86363038154955
1649.7063210230253,7.682337879405626e-08,3.263145724058712e-05,0.027753889370300145,0.0014724982511947822,0.9210678447793039,1084.6128524258152,0.0983638268125235,4.0788995237634555
3600.0,7.607787893238987e-08,2.57058039611184e-05,0.017397317054584277,0.003182316528108965,1.7867745048464887,1910.9158387475268,0.09646402934831318,3.21319978934955
